name,id,nametype,recclass,mass,fall,year,reclat,reclong,geolocation/type,geolocation/coordinates/0,geolocation/coordinates/1,:@computed_region_cbhk_fwbd,:@computed_region_nnqa_25f4
Cross Roads,5476,Valid,H5,167,Fell,1892-01-01T00:00:00.000,35.63333,-78.13333,Point,-78.13333,35.63333,37,2332
Crumlin,5477,Valid,L5,4255,Fell,1902-01-01T00:00:00.000,54.61667,-6.21667,Point,-6.21667,54.61667,,
Cumberland Falls,5496,Valid,Aubrite,17000,Fell,1919-01-01T00:00:00.000,36.83333,-84.35,Point,-84.35,36.83333,36,1426
Cynthiana,5500,Valid,L/LL4,6000,Fell,1877-01-01T00:00:00.000,38.4,-84.25,Point,-84.25,38.4,36,244
Dahmani,5504,Valid,LL6,18000,Fell,1981-01-01T00:00:00.000,35.61667,8.83333,Point,8.83333,35.61667,,
Dandapur,5511,Valid,L6,5650,Fell,1878-01-01T00:00:00.000,26.91667,83.96667,Point,83.96667,26.91667,,
Daniel's Kuil,5513,Valid,EL6,1064,Fell,1868-01-01T00:00:00.000,-28.2,24.56667,Point,24.56667,-28.2,,
Danville,5514,Valid,L6,2000,Fell,1868-01-01T00:00:00.000,34.4,-87.06667,Point,-87.06667,34.4,29,103
Darmstadt,6603,Valid,H5,100,Fell,1804-01-01T00:00:00.000,49.86667,8.65,Point,8.65,49.86667,,
Dashoguz,6604,Valid,H5,7000,Fell,1998-01-01T00:00:00.000,41.98444,59.685,Point,59.685,41.98444,,
Daule,51559,Valid,L5,6580,Fell,2008-01-01T00:00:00.000,-1.87089,-79.95756,Point,-79.95756,-1.87089,,
De Cewsville,6621,Valid,H6,340,Fell,1887-01-01T00:00:00.000,43,-80,Point,-80,43,,
Deal,6634,Valid,L6,28,Fell,1829-01-01T00:00:00.000,40.25,-74,Point,-74,40.25,,2491
Delhi,6642,Valid,L5,0.8,Fell,1897-01-01T00:00:00.000,28.56667,77.25,Point,77.25,28.56667,,
Demina,6649,Valid,L6,16400,Fell,1911-01-01T00:00:00.000,51.46667,84.76667,Point,84.76667,51.46667,,
Denver,6660,Valid,L6,230,Fell,1967-01-01T00:00:00.000,39.7825,-104.93056,Point,-104.93056,39.7825,9,1444
Dergaon,6664,Valid,H5,12500,Fell,2001-01-01T00:00:00.000,26.68333,93.86667,Point,93.86667,26.68333,,
Desuri,6693,Valid,H6,25400,Fell,1962-01-01T00:00:00.000,25.73333,73.61667,Point,73.61667,25.73333,,
Devgaon,6694,Valid,H3.8,12000,Fell,2001-01-01T00:00:00.000,19,81,Point,81,19,,
Devri-Khera,6696,Valid,L6,1140,Fell,1994-01-01T00:00:00.000,24.225,76.525,Point,76.525,24.225,,
Dhajala,6698,Valid,H3.8,45000,Fell,1976-01-01T00:00:00.000,22.37778,71.42722,Point,71.42722,22.37778,,
Dharwar,6699,Valid,OC,1800,Fell,1848-01-01T00:00:00.000,14.88333,75.6,Point,75.6,14.88333,,
Dhurmsala,7640,Valid,LL6,32000,Fell,1860-01-01T00:00:00.000,32.23333,76.46667,Point,76.46667,32.23333,,
Didim,47350,Valid,H3-5,3396,Fell,2007-01-01T00:00:00.000,37.35172,27.32997,Point,27.32997,37.35172,,
Diep River,7642,Valid,L6,1000,Fell,1906-01-01T00:00:00.000,-33.75,18.56667,Point,18.56667,-33.75,,
Distrito Quebracho,7649,Valid,H4,400,Fell,1957-01-01T00:00:00.000,-31.88333,-60.46667,Point,-60.46667,-31.88333,,
Djati-Pengilon,7652,Valid,H6,166000,Fell,1884-01-01T00:00:00.000,-7.5,111.5,Point,111.5,-7.5,,
Djermaia,7656,Valid,H,3950,Fell,1961-01-01T00:00:00.000,12.73333,15.05,Point,15.05,12.73333,,
Djoumine,7657,Valid,H5-6,10000,Fell,1999-01-01T00:00:00.000,36.95,9.55,Point,9.55,36.95,,
Dokachi,7658,Valid,H5,3840,Fell,1903-01-01T00:00:00.000,23.5,90.33333,Point,90.33333,23.5,,
Dolgovoli,7659,Valid,L6,1600,Fell,1864-01-01T00:00:00.000,50.75,25.3,Point,25.3,50.75,,
Domanitch,7661,Valid,L5,438,Fell,1907-01-01T00:00:00.000,40,29,Point,29,40,,
Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800,Fell,1995-01-01T00:00:00.000,45.5,119.03333,Point,119.03333,45.5,,
Donga Kohrod,7707,Valid,H6,230,Fell,1899-01-01T00:00:00.000,21.86667,82.45,Point,82.45,21.86667,,
Dongtai,7708,Valid,LL6,5500,Fell,1970-01-01T00:00:00.000,32.91667,120.78333,Point,120.78333,32.91667,,
Doroninsk,7718,Valid,H5-7,3891,Fell,1805-01-01T00:00:00.000,51.2,112.3,Point,112.3,51.2,,
Dosso,7722,Valid,L6,1250,Fell,1962-01-01T00:00:00.000,13.05,3.16667,Point,3.16667,13.05,,
Douar Mghila,7723,Valid,LL6,1161,Fell,1932-01-01T00:00:00.000,32.33333,-6.3,Point,-6.3,32.33333,,
Dowa,7725,Valid,Stone-uncl,642,Fell,1976-01-01T00:00:00.000,-13.66667,33.91667,Point,33.91667,-13.66667,,
Drake Creek,7728,Valid,L6,5000,Fell,1827-01-01T00:00:00.000,36.4,-86.5,Point,-86.5,36.4,39,2115
Dresden (Ontario),7731,Valid,H6,47700,Fell,1939-01-01T00:00:00.000,42.52,-82.26,Point,-82.26,42.52,,
Dubrovnik,7736,Valid,L3-6,1900,Fell,1951-01-01T00:00:00.000,42.45833,18.44167,Point,18.44167,42.45833,,
Dunbogan,7743,Valid,L6,30,Fell,1999-01-01T00:00:00.000,-31.66667,152.83333,Point,152.83333,-31.66667,,
Dundrum,7745,Valid,H5,2270,Fell,1865-01-01T00:00:00.000,52.55,-8.03333,Point,-8.03333,52.55,,
Dunhua,7749,Valid,Stone-uncl,0,Fell,1976-01-01T00:00:00.000,43.33333,128.25,Point,128.25,43.33333,,
Durala,7750,Valid,L6,13200,Fell,1815-01-01T00:00:00.000,30.3,76.63333,Point,76.63333,30.3,,
Duruma,7752,Valid,L6,577,Fell,1853-01-01T00:00:00.000,-4,39.5,Point,39.5,-4,,
Duwun,7754,Valid,L6,2117,Fell,1943-01-01T00:00:00.000,33.43333,127.26667,Point,127.26667,33.43333,,
Dwaleni,7755,Valid,H4-6,3230,Fell,1970-01-01T00:00:00.000,-27.2,31.31667,Point,31.31667,-27.2,,
Dyalpur,7757,Valid,Ureilite,300,Fell,1872-01-01T00:00:00.000,26.25,82,Point,82,26.25,,
Dyarrl Island,7758,Valid,Mesosiderite-A1,188,Fell,1933-01-01T00:00:00.000,-3,151,Point,151,-3,,
Eagle,7760,Valid,EL6,10000,Fell,1947-01-01T00:00:00.000,40.78167,-96.47167,Point,-96.47167,40.78167,19,462
Ehole,7774,Valid,H5,2400,Fell,1961-01-01T00:00:00.000,-17.3,15.83333,Point,15.83333,-17.3,,
Eichstädt,7775,Valid,H5,3000,Fell,1785-01-01T00:00:00.000,48.9,11.21667,Point,11.21667,48.9,,
Ekeby,7776,Valid,H4,3336,Fell,1939-01-01T00:00:00.000,56.03333,13,Point,13,56.03333,,
Ekh Khera,7777,Valid,H6,840,Fell,1916-01-01T00:00:00.000,28.26667,78.78333,Point,78.78333,28.26667,,
El Idrissia,7807,Valid,L6,10000,Fell,1989-01-01T00:00:00.000,34.41667,3.25,Point,3.25,34.41667,,
El Paso de Aguila,45977,Valid,H5,17226,Fell,1977-01-01T00:00:00.000,25.37,-97.37,Point,-97.37,25.37,,
El Tigre,7819,Valid,L6,5000,Fell,1993-01-01T00:00:00.000,19.96722,-103.05167,Point,-103.05167,19.96722,,
Elbert,7822,Valid,LL6,680.5,Fell,1998-01-01T00:00:00.000,39.24667,-104.58817,Point,-104.58817,39.24667,9,88
Elbogen,7823,Valid,"Iron, IID",107000,Fell,1400-01-01T00:00:00.000,50.18333,12.73333,Point,12.73333,50.18333,,
Elenovka,7824,Valid,L5,54640,Fell,1951-01-01T00:00:00.000,47.83333,37.66667,Point,37.66667,47.83333,,
Ellemeet,10019,Valid,Diogenite,1470,Fell,1925-01-01T00:00:00.000,51.75,4,Point,4,51.75,,
Emmaville,10033,Valid,Eucrite-mmict,127,Fell,1900-01-01T00:00:00.000,-29.46667,151.61667,Point,151.61667,-29.46667,,
Enshi,10038,Valid,H5,8000,Fell,1974-01-01T00:00:00.000,30.3,109.5,Point,109.5,30.3,,
Ensisheim,10039,Valid,LL6,127000,Fell,1492-01-01T00:00:00.000,47.86667,7.35,Point,7.35,47.86667,,
Épinal,10041,Valid,H5,277,Fell,1822-01-01T00:00:00.000,48.18333,6.46667,Point,6.46667,48.18333,,
Erakot,10042,Valid,CM2,113,Fell,1940-01-01T00:00:00.000,19.03333,81.89167,Point,81.89167,19.03333,,
Erevan,10043,Valid,Howardite,107.2,Fell,1911-01-01T00:00:00.000,40.3,44.5,Point,44.5,40.3,,
Ergheo,10044,Valid,L5,20000,Fell,1889-01-01T00:00:00.000,1.16667,44.16667,Point,44.16667,1.16667,,
Erxleben,10049,Valid,H6,2250,Fell,1812-01-01T00:00:00.000,52.21667,11.25,Point,11.25,52.21667,,
Esnandes,10051,Valid,L6,1500,Fell,1837-01-01T00:00:00.000,46.25,-1.1,Point,-1.1,46.25,,
Essebi,10055,Valid,C2-ung,500,Fell,1957-01-01T00:00:00.000,2.88333,30.83333,Point,30.83333,2.88333,,
Estherville,10059,Valid,Mesosiderite-A3/4,320000,Fell,1879-01-01T00:00:00.000,43.41667,-94.83333,Point,-94.83333,43.41667,16,277
Farmington,10074,Valid,L5,89400,Fell,1890-01-01T00:00:00.000,39.75,-97.03333,Point,-97.03333,39.75,17,1300
Farmville,10075,Valid,H4,56000,Fell,1934-01-01T00:00:00.000,35.55,-77.53333,Point,-77.53333,35.55,37,2439
Favars,10078,Valid,H5,1500,Fell,1844-01-01T00:00:00.000,44.38333,2.81667,Point,2.81667,44.38333,,
Fayetteville,10079,Valid,H4,2360,Fell,1934-01-01T00:00:00.000,36.05,-94.16667,Point,-94.16667,36.05,15,70
Feid Chair,10080,Valid,H4,380,Fell,1875-01-01T00:00:00.000,36.88333,8.45,Point,8.45,36.88333,,
Felix,10081,Valid,CO3.3,3200,Fell,1900-01-01T00:00:00.000,32.53333,-87.16667,Point,-87.16667,32.53333,29,1631
Fenghsien-Ku,10086,Valid,H5,82,Fell,1924-01-01T00:00:00.000,34.6,116.75,Point,116.75,34.6,,
Ferguson,10088,Valid,OC,220,Fell,1889-01-01T00:00:00.000,36.1,-81.41667,Point,-81.41667,36.1,37,2331
Fermo,10091,Valid,H3-5,10200,Fell,1996-01-01T00:00:00.000,43.18111,13.75333,Point,13.75333,43.18111,,
Fisher,10107,Valid,L6,17600,Fell,1894-01-01T00:00:00.000,47.81667,-96.85,Point,-96.85,47.81667,1,385
Florence,10111,Valid,H3,3640,Fell,1922-01-01T00:00:00.000,30.83333,-97.76667,Point,-97.76667,30.83333,23,807
Forest City,10119,Valid,H5,152000,Fell,1890-01-01T00:00:00.000,43.25,-93.66667,Point,-93.66667,43.25,16,1785
Forest Vale,10120,Valid,H4,26000,Fell,1942-01-01T00:00:00.000,-33.35,146.85833,Point,146.85833,-33.35,,
Forksville,10123,Valid,L6,6067,Fell,1924-01-01T00:00:00.000,36.78333,-78.08333,Point,-78.08333,36.78333,40,2839
Forsbach,10163,Valid,H6,240,Fell,1900-01-01T00:00:00.000,50.95,7.31667,Point,7.31667,50.95,,
Forsyth,10164,Valid,L6,16300,Fell,1829-01-01T00:00:00.000,33.01667,-83.96667,Point,-83.96667,33.01667,31,1470
Fort Flatters,10166,Valid,Stone-uncl,0,Fell,1944-01-01T00:00:00.000,28.25,7,Point,7,28.25,,
Frankfort (stone),10177,Valid,Howardite,650,Fell,1868-01-01T00:00:00.000,34.48333,-87.83333,Point,-87.83333,34.48333,29,99
Fuhe,52412,Valid,L5,23000,Fell,1945-01-01T00:00:00.000,31.47556,113.56694,Point,113.56694,31.47556,,
Fukutomi,10836,Valid,L5,11620,Fell,1882-01-01T00:00:00.000,33.18333,130.2,Point,130.2,33.18333,,
Fünen,10838,Valid,Stone-uncl,0,Fell,1654-01-01T00:00:00.000,55.33333,10.33333,Point,10.33333,55.33333,,
Futtehpur,10839,Valid,L6,4000,Fell,1822-01-01T00:00:00.000,25.95,80.81667,Point,80.81667,25.95,,
Fuyang,10840,Valid,Stone-uncl,2500,Fell,1977-01-01T00:00:00.000,32.9,115.9,Point,115.9,32.9,,
Galapian,10846,Valid,H6,132.7,Fell,1826-01-01T00:00:00.000,44.3,0.4,Point,0.4,44.3,,
Galim (a),10848,Valid,LL6,36.1,Fell,1952-01-01T00:00:00.000,7.05,12.43333,Point,12.43333,7.05,,
Galim (b),10849,Valid,EH3/4-an,28,Fell,1952-01-01T00:00:00.000,7.05,12.43333,Point,12.43333,7.05,,
Galkiv,10850,Valid,H4,5000,Fell,1995-01-01T00:00:00.000,51.68333,30.78333,Point,30.78333,51.68333,,
Gambat,10851,Valid,L6,6400,Fell,1897-01-01T00:00:00.000,27.35,68.53333,Point,68.53333,27.35,,
Gao-Guenie,10854,Valid,H5,0,Fell,1960-01-01T00:00:00.000,11.65,-2.18333,Point,-2.18333,11.65,,
Garhi Yasin,10860,Valid,"Iron, IIE",380,Fell,1917-01-01T00:00:00.000,27.88333,68.53333,Point,68.53333,27.88333,,
Garland,10861,Valid,Diogenite-pm,102,Fell,1950-01-01T00:00:00.000,41.68333,-112.13333,Point,-112.13333,41.68333,13,2985
Gashua,44882,Valid,L6,4162,Fell,1984-01-01T00:00:00.000,12.85,11.03333,Point,11.03333,12.85,,
Gasseltepaoua,10866,Valid,H5,0,Fell,2000-01-01T00:00:00.000,14.15083,-2.04167,Point,-2.04167,14.15083,,
Geidam,10870,Valid,H5,725,Fell,1950-01-01T00:00:00.000,12.91667,11.91667,Point,11.91667,12.91667,,
Gifu,10914,Valid,L6,14290,Fell,1909-01-01T00:00:00.000,35.53333,136.88333,Point,136.88333,35.53333,,
Girgenti,10917,Valid,L6,18000,Fell,1853-01-01T00:00:00.000,37.31667,13.56667,Point,13.56667,37.31667,,
Git-Git,10919,Valid,L6,480,Fell,1947-01-01T00:00:00.000,9.6,9.91667,Point,9.91667,9.6,,
Glanerbrug,10923,Valid,L/LL5,670,Fell,1990-01-01T00:00:00.000,52.2,6.86667,Point,6.86667,52.2,,
Glanggang,10924,Valid,H5-6,1303,Fell,1939-01-01T00:00:00.000,-7.25,107.7,Point,107.7,-7.25,,
Glasatovo,10926,Valid,H4,152000,Fell,1918-01-01T00:00:00.000,57.35,37.61667,Point,37.61667,57.35,,
Glatton,10930,Valid,L6,767,Fell,1991-01-01T00:00:00.000,52.45972,-0.3,Point,-0.3,52.45972,,
Gnadenfrei,10936,Valid,H5,1750,Fell,1879-01-01T00:00:00.000,50.66667,16.76667,Point,16.76667,50.66667,,
Gopalpur,10948,Valid,H6,1600,Fell,1865-01-01T00:00:00.000,24.23333,89.05,Point,89.05,24.23333,,
Gorlovka,10949,Valid,H3.7,3618,Fell,1974-01-01T00:00:00.000,48.28333,38.08333,Point,38.08333,48.28333,,
Granes,10956,Valid,L6,9000,Fell,1964-01-01T00:00:00.000,42.9,2.25,Point,2.25,42.9,,
Grefsheim,11196,Valid,L5,45.5,Fell,1976-01-01T00:00:00.000,60.66667,11,Point,11,60.66667,,
Grimsby,50911,Valid,H5,215,Fell,2009-01-01T00:00:00.000,43.2,-79.61667,Point,-79.61667,43.2,,
Grosnaja,11206,Valid,CV3,3500,Fell,1861-01-01T00:00:00.000,43.66667,45.38333,Point,45.38333,43.66667,,
Gross-Divina,11207,Valid,H5,10500,Fell,1837-01-01T00:00:00.000,49.26667,18.71667,Point,18.71667,49.26667,,
Grossliebenthal,11208,Valid,L6,8000,Fell,1881-01-01T00:00:00.000,46.35,30.58333,Point,30.58333,46.35,,
Grüneberg,11426,Valid,H4,1000,Fell,1841-01-01T00:00:00.000,51.93333,15.5,Point,15.5,51.93333,,
Grzempach,11429,Valid,H5,690,Fell,1910-01-01T00:00:00.000,52.86667,16.63333,Point,16.63333,52.86667,,
Gualeguaychú,11432,Valid,H6,22000,Fell,1932-01-01T00:00:00.000,-33,-58.61667,Point,-58.61667,-33,,
Guangmingshan,11435,Valid,H5,2910,Fell,1996-01-01T00:00:00.000,39.80417,122.76389,Point,122.76389,39.80417,,
Guangnan,11436,Valid,L6,0,Fell,1983-01-01T00:00:00.000,24.1,105,Point,105,24.1,,
Guangrao,11437,Valid,L6,1900,Fell,1980-01-01T00:00:00.000,37.1,118.4,Point,118.4,37.1,,
Guareña,11439,Valid,H6,39000,Fell,1892-01-01T00:00:00.000,38.73333,-6.01667,Point,-6.01667,38.73333,,
Guêa,11440,Valid,Stone-uncl,1915,Fell,1891-01-01T00:00:00.000,43.76667,20.23333,Point,20.23333,43.76667,,
Guibga,11442,Valid,L5,288,Fell,1972-01-01T00:00:00.000,13.5,-0.68333,Point,-0.68333,13.5,,
Guidder,11443,Valid,LL5,968,Fell,1949-01-01T00:00:00.000,9.91667,13.98333,Point,13.98333,9.91667,,
Gujargaon,11448,Valid,H5,2449,Fell,1982-01-01T00:00:00.000,22.98333,76.05,Point,76.05,22.98333,,
Gujba,11449,Valid,CBa,100000,Fell,1984-01-01T00:00:00.000,11.49167,11.65833,Point,11.65833,11.49167,,
Gumoschnik,11450,Valid,H5,5700,Fell,1904-01-01T00:00:00.000,42.9,24.7,Point,24.7,42.9,,
Gurram Konda,11464,Valid,L6,28,Fell,1814-01-01T00:00:00.000,13.78333,78.56667,Point,78.56667,13.78333,,
Gursum,11465,Valid,H4/5,34650,Fell,1981-01-01T00:00:00.000,9.36667,42.41667,Point,42.41667,9.36667,,
Gütersloh,11466,Valid,H3/4,1000,Fell,1851-01-01T00:00:00.000,51.91667,8.38333,Point,8.38333,51.91667,,
Gyokukei,11467,Valid,OC,1320,Fell,1930-01-01T00:00:00.000,35,127.5,Point,127.5,35,,
Hachi-oji,11468,Valid,H?,0.2,Fell,1817-01-01T00:00:00.000,35.65,139.33333,Point,139.33333,35.65,,
Hainaut,11472,Valid,H3-6,9000,Fell,1934-01-01T00:00:00.000,50.31667,3.73333,Point,3.73333,50.31667,,
Hallingeberg,11479,Valid,L3.4,1456,Fell,1944-01-01T00:00:00.000,57.81667,16.23333,Point,16.23333,57.81667,,
Hamlet,11485,Valid,LL4,3710,Fell,1959-01-01T00:00:00.000,41.38333,-86.6,Point,-86.6,41.38333,35,1205
Haraiya,11824,Valid,Eucrite-mmict,1000,Fell,1878-01-01T00:00:00.000,26.8,82.53333,Point,82.53333,26.8,,
Haripura,11829,Valid,CM2,315,Fell,1921-01-01T00:00:00.000,28.38333,75.78333,Point,75.78333,28.38333,,
Harleton,11830,Valid,L6,8360,Fell,1961-01-01T00:00:00.000,32.675,-94.51167,Point,-94.51167,32.675,23,2025
Harrison County,11842,Valid,L6,680,Fell,1859-01-01T00:00:00.000,38.25,-86.16667,Point,-86.16667,38.25,35,1855
Hashima,11848,Valid,H4,1110.6,Fell,1910-01-01T00:00:00.000,35.2945,136.70033,Point,136.70033,35.2945,,
Hassi-Jekna,11852,Valid,"Iron, IAB-sHL",1250,Fell,1890-01-01T00:00:00.000,28.95,0.81667,Point,0.81667,28.95,,
Hatford,11855,Valid,Stone-uncl,29000,Fell,1628-01-01T00:00:00.000,51.65,-1.51667,Point,-1.51667,51.65,,
Haverö,11859,Valid,Ureilite,1544,Fell,1971-01-01T00:00:00.000,60.24556,22.06194,Point,22.06194,60.24556,,
Hedeskoga,11869,Valid,H5,3500,Fell,1922-01-01T00:00:00.000,55.46667,13.78333,Point,13.78333,55.46667,,
Hedjaz,11870,Valid,L3.7-6,6100,Fell,1910-01-01T00:00:00.000,27.33333,35.66667,Point,35.66667,27.33333,,
Heredia,11875,Valid,H5,1000,Fell,1857-01-01T00:00:00.000,10,-84.1,Point,-84.1,10,,
Hessle,11878,Valid,H5,20000,Fell,1869-01-01T00:00:00.000,59.85,17.66667,Point,17.66667,59.85,,
Higashi-koen,11883,Valid,H5,750,Fell,1897-01-01T00:00:00.000,33.6,130.43333,Point,130.43333,33.6,,
High Possil,11884,Valid,L6,4500,Fell,1804-01-01T00:00:00.000,55.9,-4.23333,Point,-4.23333,55.9,,
Hiroshima,11889,Valid,H5,414,Fell,2003-01-01T00:00:00.000,34.45,132.38333,Point,132.38333,34.45,,
Hoima,44714,Valid,H6,167.7,Fell,2003-01-01T00:00:00.000,1.345,31.47278,Point,31.47278,1.345,,
Hökmark,11893,Valid,L4,305.5,Fell,1954-01-01T00:00:00.000,64.43333,21.2,Point,21.2,64.43333,,
Holbrook,11894,Valid,L/LL6,220000,Fell,1912-01-01T00:00:00.000,34.9,-110.18333,Point,-110.18333,34.9,7,990
Holetta,11895,Valid,Stone-uncl,1415,Fell,1923-01-01T00:00:00.000,9.06667,38.41667,Point,38.41667,9.06667,,
Homestead,11901,Valid,L5,230000,Fell,1875-01-01T00:00:00.000,41.8,-91.86667,Point,-91.86667,41.8,16,284
Honolulu,11904,Valid,L5,2420,Fell,1825-01-01T00:00:00.000,21.3,-157.86667,Point,-157.86667,21.3,4,1657
Hotse,11913,Valid,L6,180,Fell,1956-01-01T00:00:00.000,35.66667,115.5,Point,115.5,35.66667,,
Hoxie,11915,Valid,OC,266.1,Fell,1963-01-01T00:00:00.000,39.35,-100.45,Point,-100.45,39.35,17,1293
Hraschina,11916,Valid,"Iron, IID",49000,Fell,1751-01-01T00:00:00.000,46.1,16.33333,Point,16.33333,46.1,,
Huaxi,54719,Valid,H5,1600,Fell,2010-01-01T00:00:00.000,26.46469,106.63241,Point,106.63241,26.46469,,
Hungen,11986,Valid,H6,112,Fell,1877-01-01T00:00:00.000,50.3,8.91667,Point,8.91667,50.3,,
Hvittis,11989,Valid,EL6,14000,Fell,1901-01-01T00:00:00.000,61.18333,22.68333,Point,22.68333,61.18333,,
Ibbenbüren,11992,Valid,Diogenite,2000,Fell,1870-01-01T00:00:00.000,52.28333,7.7,Point,7.7,52.28333,,
Ibitira,11993,Valid,Eucrite-mmict,2500,Fell,1957-01-01T00:00:00.000,-20,-45,Point,-45,-20,,
Ibrisim,11994,Valid,OC,0,Fell,1949-01-01T00:00:00.000,38,35,Point,35,38,,
Ichkala,11995,Valid,H6,3973,Fell,1936-01-01T00:00:00.000,58.2,82.93333,Point,82.93333,58.2,,
Idutywa,12000,Valid,H5,3457,Fell,1956-01-01T00:00:00.000,-32.1,28.33333,Point,28.33333,-32.1,,
Iguaracu,12003,Valid,H5,1200,Fell,1977-01-01T00:00:00.000,-23.2,-51.83333,Point,-51.83333,-23.2,,
Ijopega,12004,Valid,H6,7330,Fell,1975-01-01T00:00:00.000,-6.03333,145.36667,Point,145.36667,-6.03333,,
Indarch,12027,Valid,EH4,27000,Fell,1891-01-01T00:00:00.000,39.75,46.66667,Point,46.66667,39.75,,
Independence,12028,Valid,L6,880,Fell,1917-01-01T00:00:00.000,39.08333,-94.4,Point,-94.4,39.08333,18,525
Inner Mongolia,12037,Valid,L6,3000,Fell,1963-01-01T00:00:00.000,41,112,Point,112,41,,
Innisfree,12039,Valid,L5,4576,Fell,1977-01-01T00:00:00.000,53.415,-111.3375,Point,-111.3375,53.415,,
Ipiranga,12043,Valid,H6,7000,Fell,1972-01-01T00:00:00.000,-25.5,-54.5,Point,-54.5,-25.5,,
Ishinga,12049,Valid,H,1300,Fell,1954-01-01T00:00:00.000,-8.93333,33.8,Point,33.8,-8.93333,,
Isthilart,12053,Valid,H5,3050,Fell,1928-01-01T00:00:00.000,-31.18333,-57.95,Point,-57.95,-31.18333,,
Itapicuru-Mirim,12056,Valid,H5,2024,Fell,1879-01-01T00:00:00.000,-3.4,-44.33333,Point,-44.33333,-3.4,,
Itqiy,12058,Valid,EH7-an,4720,Fell,1990-01-01T00:00:00.000,26.59083,-12.95217,Point,-12.95217,26.59083,,
Ivuna,12063,Valid,CI1,704.5,Fell,1938-01-01T00:00:00.000,-8.41667,32.43333,Point,32.43333,-8.41667,,
Jackalsfontein,12065,Valid,L6,48000,Fell,1903-01-01T00:00:00.000,-32.5,21.9,Point,21.9,-32.5,,
Jajh deh Kot Lalu,12067,Valid,EL6,973,Fell,1926-01-01T00:00:00.000,26.75,68.41667,Point,68.41667,26.75,,
Jalanash,12068,Valid,Ureilite,700,Fell,1990-01-01T00:00:00.000,,,,,,,
Jalandhar,12069,Valid,Iron,1967,Fell,1621-01-01T00:00:00.000,31,75,Point,75,31,,
Jamkheir,12072,Valid,H6,22,Fell,1866-01-01T00:00:00.000,18.75,75.33333,Point,75.33333,18.75,,
Jartai,12074,Valid,L6,20500,Fell,1979-01-01T00:00:00.000,39.7,105.8,Point,105.8,39.7,,
Jelica,12078,Valid,LL6,34000,Fell,1889-01-01T00:00:00.000,43.83333,20.44167,Point,20.44167,43.83333,,
Jemlapur,12079,Valid,L6,450,Fell,1901-01-01T00:00:00.000,,,,,,,
Jesenice,51589,Valid,L6,3667,Fell,2009-01-01T00:00:00.000,46.42137,14.05217,Point,14.05217,46.42137,,
Jhung,12085,Valid,L5,5900,Fell,1873-01-01T00:00:00.000,31.3,72.38333,Point,72.38333,31.3,,
Jiange,12086,Valid,H5,222,Fell,1964-01-01T00:00:00.000,31.91667,104.91667,Point,104.91667,31.91667,,
Jianshi,12087,Valid,"Iron, IIIAB",600000,Fell,1890-01-01T00:00:00.000,30.80833,109.5,Point,109.5,30.80833,,
Jilin,12171,Valid,H5,4000000,Fell,1976-01-01T00:00:00.000,44.05,126.16667,Point,126.16667,44.05,,
Jodiya,47362,Valid,L5,100,Fell,2006-01-01T00:00:00.000,22.68,70.31333,Point,70.31333,22.68,,
Jodzie,12173,Valid,Howardite,30,Fell,1877-01-01T00:00:00.000,55.7,24.4,Point,24.4,55.7,,
Johnstown,12198,Valid,Diogenite,40300,Fell,1924-01-01T00:00:00.000,40.35,-104.9,Point,-104.9,40.35,9,1072
Jolomba,12199,Valid,LL6,483,Fell,1974-01-01T00:00:00.000,-11.85,15.83333,Point,15.83333,-11.85,,
Jonzac,12202,Valid,Eucrite-mmict,5000,Fell,1819-01-01T00:00:00.000,45.43333,-0.45,Point,-0.45,45.43333,,
Juancheng,12203,Valid,H5,100000,Fell,1997-01-01T00:00:00.000,35.5,115.41667,Point,115.41667,35.5,,
Judesegeri,12207,Valid,H6,680,Fell,1876-01-01T00:00:00.000,12.85,76.8,Point,76.8,12.85,,
Jumapalo,12209,Valid,L6,32490,Fell,1984-01-01T00:00:00.000,-7.71667,111.2,Point,111.2,-7.71667,,
Junan,12210,Valid,L6,950,Fell,1976-01-01T00:00:00.000,35.2,118.8,Point,118.8,35.2,,
Juromenha,12213,Valid,"Iron, IIIAB",25250,Fell,1968-01-01T00:00:00.000,38.74028,-7.27,Point,-7.27,38.74028,,
Juvinas,12214,Valid,Eucrite-mmict,91000,Fell,1821-01-01T00:00:00.000,44.71667,4.3,Point,4.3,44.71667,,
Kaba,12218,Valid,CV3,3000,Fell,1857-01-01T00:00:00.000,47.35,21.3,Point,21.3,47.35,,
Kabo,12220,Valid,H4,13400,Fell,1971-01-01T00:00:00.000,11.85,8.21667,Point,8.21667,11.85,,
Kadonah,12221,Valid,H6,89,Fell,1822-01-01T00:00:00.000,27.08333,78.33333,Point,78.33333,27.08333,,
Kaee,12222,Valid,H5,230,Fell,1838-01-01T00:00:00.000,27.25,79.96667,Point,79.96667,27.25,,
Kagarlyk,12227,Valid,L6,1900,Fell,1908-01-01T00:00:00.000,49.86667,30.83333,Point,30.83333,49.86667,,
Kaidun,12228,Valid,CR2,2000,Fell,1980-01-01T00:00:00.000,15,48.3,Point,48.3,15,,
Kainsaz,12229,Valid,CO3.2,200000,Fell,1937-01-01T00:00:00.000,55.43333,53.25,Point,53.25,55.43333,,
